player,team_id,team,position,Disparos_totales,Goles,Paradas_portero,xG,Disparos_puerta,Disparos_fuera,Penaltis_lanzados,Disparos_Faltas_lanzadas,%_Disparos_a_puerta,Pases_totales,Pases_completados,Pases_incompletos,Pases_faltas_lanzadas,Corner,Asistencias,Centros,Pases_completados_ultimo_tercio,Pases_incompletos_ultimo_tercio,%Efectividad_pase,%Efectividad_pase_ultimo_tercio,Tarjetas Amarillas,Balones Recuperados,Bloqueos,Conducciones,Despejes,Duelos_totales,Duelos_ganados,Duelos_perdidos,%Duelos_ganados_,Faltas_recibidas,Faltas_realizadas,Intercepciones_totales,Intercepciones_ganadas,Intercepciones_perdidas,%Intercepciones_ganadas_,Mal_control,Perdidas,Regates_totales,Regates_exitosos,Regates_fallidos,%Regates_exitosos,Goles_recibidos_juego,Goles_recibidos_penalti,Despeje_puños,Paradas_portero_juego,Paradas_portero_penalti,Salidas_portero_balon,Goles_totales_recibidos,Paradas_totales,%Paradas
Aleksey Miranchuk,796.0,Russia,Banda_derecha,1.0465116279069768,0.5232558139534884,0.0,0.06796507500000001,0.0,0.5232558139534884,0.0,0.5232558139534884,0.0,30.872093023255815,24.069767441860467,6.802325581395349,0.5232558139534884,1.0465116279069768,0.0,0.0,12.558139534883722,5.232558139534884,40.79621600315333,36.93570451436389,0.0,7.325581395348838,1.0465116279069768,31.918604651162795,0.0,3.1395348837209305,0.5232558139534884,2.616279069767442,8.720930232558139,3.1395348837209305,0.0,0.0,0.0,0.0,0.0,1.5697674418604652,2.616279069767442,3.1395348837209305,1.0465116279069768,2.0930232558139537,17.441860465116278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Bastoni,914.0,Italy,Defensa,0.5,0.16666666666666666,0.16666666666666666,0.07503046333333332,0.3333333333333333,0.16666666666666666,0.0,0.0,11.111111111111109,69.83333333333333,64.66666666666666,5.166666666666666,2.0,0.0,0.0,0.0,8.333333333333332,3.333333333333333,15.43357199681782,11.904761904761905,0.0,2.6666666666666665,1.5,53.83333333333333,3.1666666666666665,2.333333333333333,0.5,1.8333333333333333,3.571428571428571,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,16.666666666666664,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Schöpf,915.0,Austria,Banda_derecha,1.0112359550561798,0.0,0.0,0.03582036606741573,0.0,1.0112359550561798,0.0,0.0,0.0,44.49438202247191,38.426966292134836,6.067415730337078,0.0,0.0,0.0,0.0,15.168539325842698,2.0224719101123596,87.33401430030644,89.22670191672175,0.0,4.044943820224719,1.0112359550561798,46.51685393258427,1.0112359550561798,1.0112359550561798,1.0112359550561798,0.0,101.12359550561798,1.0112359550561798,1.0112359550561798,1.0112359550561798,1.0112359550561798,0.0,101.12359550561798,3.033707865168539,3.033707865168539,1.0112359550561798,0.0,1.0112359550561798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Král,912.0,Czech Republic,Centrocampista,0.5732484076433121,0.0,0.0,0.011950633375796178,0.0,0.5732484076433121,0.0,0.0,0.0,40.70063694267516,26.94267515923567,13.757961783439491,0.0,0.0,0.0,0.0,5.159235668789809,9.171974522292993,37.94742980174038,20.636942675159236,0.0,3.4394904458598727,1.7197452229299364,30.38216560509554,1.1464968152866242,5.159235668789809,0.5732484076433121,4.585987261146497,6.369426751592356,0.0,2.2929936305732483,1.1464968152866242,1.1464968152866242,0.0,57.324840764331206,0.0,1.7197452229299364,0.5732484076433121,0.0,0.5732484076433121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Hartmann Bah,776.0,Denmark,Lateral_derecho,0.5806451612903226,0.0,0.0,0.07004068258064516,0.0,0.5806451612903226,0.0,0.0,0.0,47.903225806451616,37.74193548387097,10.161290322580646,0.0,0.0,0.0,0.0,10.451612903225808,6.096774193548388,22.873900293255133,18.33616298811545,0.0,3.1935483870967745,0.5806451612903226,33.09677419354839,1.4516129032258065,2.612903225806452,0.870967741935484,1.741935483870968,9.677419354838708,0.870967741935484,0.870967741935484,0.870967741935484,0.2903225806451613,0.5806451612903226,9.677419354838708,0.870967741935484,0.2903225806451613,0.5806451612903226,0.5806451612903226,0.0,29.03225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Isak,790.0,Sweden,Atacante,2.051282051282051,0.0,0.2564102564102564,0.16786322564102563,0.0,1.7948717948717947,0.0,0.0,0.0,17.69230769230769,13.076923076923077,4.615384615384615,0.0,0.0,0.5128205128205128,0.5128205128205128,8.974358974358974,3.5897435897435894,18.952062430323295,18.315018315018314,0.0,2.051282051282051,1.282051282051282,21.538461538461537,0.5128205128205128,4.358974358974359,0.2564102564102564,4.102564102564102,1.5082956259426845,0.2564102564102564,1.0256410256410255,0.7692307692307692,0.7692307692307692,0.0,25.64102564102564,2.564102564102564,2.3076923076923075,3.846153846153846,3.0769230769230766,0.7692307692307692,20.51282051282051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadou Onana,782.0,Belgium,Centrocampista,0.6923076923076923,0.0,0.23076923076923078,0.038671793076923075,0.0,0.46153846153846156,0.0,0.0,0.0,54.23076923076923,49.38461538461539,4.846153846153847,0.9230769230769231,0.0,0.0,0.0,9.692307692307693,2.076923076923077,21.014729950900165,19.004524886877828,0.0,2.769230769230769,1.8461538461538463,44.07692307692308,1.153846153846154,3.0,1.3846153846153846,1.6153846153846154,10.650887573964498,1.3846153846153846,0.46153846153846156,0.46153846153846156,0.23076923076923078,0.23076923076923078,11.538461538461538,0.46153846153846156,0.23076923076923078,0.6923076923076923,0.6923076923076923,0.0,23.076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andraž Šporar,944.0,Slovenia,Atacante,2.1052631578947367,0.0,0.2631578947368421,0.32875363394736845,0.0,1.8421052631578947,0.0,0.0,0.0,17.894736842105264,12.105263157894736,5.789473684210526,0.0,0.0,0.0,0.0,5.0,3.9473684210526314,17.80185758513932,14.705882352941176,0.0,2.1052631578947367,0.7894736842105263,14.210526315789473,1.0526315789473684,4.7368421052631575,0.2631578947368421,4.473684210526316,1.461988304093567,1.8421052631578947,0.5263157894736842,0.0,0.0,0.0,0.0,1.5789473684210527,0.2631578947368421,0.2631578947368421,0.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Belotti,914.0,Italy,Atacante,4.520547945205479,0.0,0.821917808219178,1.0714764717123288,0.0,2.8767123287671232,0.0,0.410958904109589,0.0,13.561643835616438,9.041095890410958,4.520547945205479,0.0,0.0,0.0,0.0,1.2328767123287672,2.8767123287671232,27.3972602739726,12.32876712328767,0.0,3.698630136986301,0.821917808219178,16.84931506849315,0.821917808219178,4.520547945205479,0.821917808219178,3.698630136986301,7.471980074719801,4.931506849315069,1.2328767123287672,0.0,0.0,0.0,0.0,3.698630136986301,2.4657534246575343,2.054794520547945,1.2328767123287672,0.821917808219178,24.65753424657534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Christensen,776.0,Denmark,Defensa,0.6788793103448276,0.09698275862068965,0.09698275862068965,0.05505432517241379,0.1939655172413793,0.4849137931034483,0.0,0.0,2.770935960591133,50.91594827586207,47.133620689655174,3.7823275862068964,1.3577586206896552,0.0,0.0,0.0,3.8793103448275863,1.6487068965517242,8.97783251231527,6.8058076225045365,0.0,2.8125,1.2607758620689655,40.150862068965516,3.2974137931034484,2.230603448275862,0.3879310344827586,1.8426724137931034,1.6866566716641678,0.6788793103448276,0.7758620689655172,1.4547413793103448,0.6788793103448276,0.7758620689655172,4.525862068965517,0.1939655172413793,0.09698275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Evald Cornelius,776.0,Denmark,Centrocampista,3.9130434782608696,0.0,0.9782608695652174,0.24765248152173913,0.0,2.9347826086956523,0.0,0.0,0.0,26.41304347826087,18.58695652173913,7.826086956521739,0.0,0.0,0.9782608695652174,0.9782608695652174,9.782608695652174,5.869565217391305,68.84057971014492,61.141304347826086,0.0,4.891304347826087,0.0,24.456521739130434,0.0,4.891304347826087,0.0,4.891304347826087,0.0,1.9565217391304348,1.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.9782608695652174,2.9347826086956523,2.9347826086956523,0.0,97.82608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Skov Olsen,776.0,Denmark,Defensa,0.48128342245989303,0.0,0.0,0.019113911229946524,0.0,0.48128342245989303,0.0,0.0,0.0,28.39572192513369,22.139037433155078,6.25668449197861,0.0,0.48128342245989303,0.0,0.0,12.032085561497325,1.9251336898395721,37.52379225958488,41.48995021205974,0.0,1.4438502673796791,1.9251336898395721,26.95187165775401,0.0,3.368983957219251,0.48128342245989303,2.8877005347593583,6.875477463712757,1.9251336898395721,0.9625668449197861,0.0,0.0,0.0,0.0,1.9251336898395721,0.48128342245989303,2.8877005347593583,0.9625668449197861,1.9251336898395721,16.042780748663098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrei Burcă Andonie,905.0,Romania,Defensa,0.21428571428571427,0.0,0.0,0.023891061428571427,0.0,0.21428571428571427,0.0,0.0,0.0,31.5,24.0,7.5,0.8571428571428571,0.0,0.0,0.0,2.357142857142857,3.4285714285714284,16.3265306122449,8.73015873015873,0.0,2.142857142857143,2.571428571428571,22.5,4.285714285714286,3.214285714285714,0.6428571428571428,2.571428571428571,4.285714285714286,0.21428571428571427,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrei Florin Ratiu,905.0,Romania,Lateral_derecho,0.645933014354067,0.0,0.645933014354067,0.02898399035885168,0.0,0.0,0.0,0.0,0.0,26.698564593301437,21.96172248803828,4.736842105263158,0.215311004784689,0.0,0.0,0.0,5.598086124401914,1.937799043062201,17.711066522611517,15.99453178400547,0.0,2.15311004784689,2.583732057416268,16.363636363636363,1.291866028708134,3.660287081339713,1.291866028708134,2.368421052631579,7.599211933577259,0.215311004784689,0.0,1.076555023923445,0.0,1.076555023923445,0.0,1.076555023923445,1.076555023923445,1.076555023923445,0.215311004784689,0.861244019138756,4.30622009569378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrej Kramarić,785.0,Croatia,Centrocampista,1.535181236673774,0.19189765458422176,0.5756929637526653,0.28126497281449897,0.767590618336887,0.767590618336887,0.0,0.0,9.594882729211088,29.168443496801707,24.17910447761194,4.9893390191897655,0.19189765458422176,0.0,0.19189765458422176,0.19189765458422176,9.594882729211088,4.605543710021323,15.907305577376276,12.966057742177146,0.0,3.070362473347548,1.9189765458422174,28.208955223880597,0.5756929637526653,0.767590618336887,0.0,0.767590618336887,0.0,1.3432835820895523,0.767590618336887,0.0,0.0,0.0,0.0,2.6865671641791047,1.535181236673774,2.1108742004264394,1.7270788912579957,0.3837953091684435,15.700717193254508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Robertson,942.0,Scotland,Lateral_izquierdo,0.16728624535315986,0.0,0.16728624535315986,0.01724976802973978,0.0,0.0,0.0,0.0,0.0,47.67657992565056,35.29739776951673,12.37918215613383,2.676579925650558,2.509293680297398,0.0,0.0,10.873605947955392,8.866171003717472,12.385051848953239,9.21492029487745,0.0,3.0111524163568775,1.5055762081784387,28.605947955390338,2.342007434944238,3.0111524163568775,1.338289962825279,1.6728624535315986,7.434944237918216,0.5018587360594796,1.171003717472119,1.338289962825279,0.3345724907063197,1.0037174721189592,4.182156133828997,0.5018587360594796,0.5018587360594796,1.0037174721189592,0.6691449814126395,0.3345724907063197,11.152416356877323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andriy Yarmolenko,911.0,Ukraine,Atacante,2.2992700729927007,0.3284671532846715,0.4927007299270073,0.38627985481751825,0.8211678832116788,1.4781021897810218,0.0,0.0,5.86548488008342,34.653284671532845,24.799270072992698,9.854014598540145,0.4927007299270073,0.0,0.3284671532846715,0.3284671532846715,11.167883211678832,6.405109489051094,11.753208565399383,10.437274029606384,0.16423357664233576,3.284671532846715,1.1496350364963503,33.667883211678834,0.656934306569343,1.1496350364963503,0.4927007299270073,0.656934306569343,7.0385818561001035,1.8065693430656933,1.1496350364963503,0.3284671532846715,0.16423357664233576,0.16423357664233576,8.211678832116789,2.463503649635036,1.8065693430656933,1.4781021897810218,0.9854014598540146,0.4927007299270073,10.948905109489049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
András Schäfer,916.0,Hungary,Centrocampista,0.7228915662650602,0.18072289156626506,0.18072289156626506,0.04565122102409638,0.3614457831325301,0.3614457831325301,0.0,0.0,9.036144578313253,35.963855421686745,31.44578313253012,4.518072289156627,0.9036144578313253,0.0,0.0,0.0,5.9638554216867465,1.8072289156626506,15.801901071623176,13.869431213224994,0.0,3.433734939759036,3.433734939759036,28.91566265060241,1.2650602409638554,3.433734939759036,0.9036144578313253,2.5301204819277108,4.755865567533291,0.9036144578313253,1.8072289156626506,0.9036144578313253,0.7228915662650602,0.18072289156626506,14.457831325301205,0.5421686746987951,1.4457831325301205,2.3493975903614457,1.2650602409638554,1.0843373493975903,9.731232622798888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Miguel Valente Silva,780.0,Portugal,Atacante,3.9130434782608696,0.0,1.3043478260869565,0.5237454247826087,0.0,2.608695652173913,0.0,0.0,0.0,15.652173913043478,13.043478260869566,2.608695652173913,0.0,0.0,0.0,0.0,7.826086956521739,1.3043478260869565,108.69565217391306,111.80124223602483,0.0,2.608695652173913,2.608695652173913,14.347826086956522,0.0,1.3043478260869565,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,2.608695652173913,0.0,2.608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ante Budimir,785.0,Croatia,Centrocampista,3.2926829268292686,0.0,1.0975609756097562,0.7354331791463415,0.0,2.1951219512195124,0.0,0.0,0.0,12.073170731707318,7.134146341463415,4.939024390243903,0.0,0.0,0.5487804878048781,0.5487804878048781,4.390243902439025,3.8414634146341466,32.427937915742795,29.268292682926834,0.0,3.8414634146341466,3.2926829268292686,12.073170731707318,1.6463414634146343,8.231707317073171,0.5487804878048781,7.682926829268293,3.6585365853658542,1.0975609756097562,4.390243902439025,0.5487804878048781,0.5487804878048781,0.0,54.87804878048781,1.6463414634146343,0.5487804878048781,1.6463414634146343,0.5487804878048781,1.0975609756097562,18.29268292682927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ante Rebić,785.0,Croatia,Atacante,2.2727272727272725,0.0,0.45454545454545453,0.21377000045454542,0.0,1.8181818181818181,0.0,0.0,0.0,19.09090909090909,10.0,9.09090909090909,0.0,0.0,0.0,0.0,4.545454545454545,5.0,23.80952380952381,21.645021645021643,0.0,2.727272727272727,2.2727272727272725,16.363636363636363,1.3636363636363635,5.909090909090909,1.3636363636363635,4.545454545454545,10.489510489510488,0.45454545454545453,3.6363636363636362,0.0,0.0,0.0,0.0,2.727272727272727,0.9090909090909091,2.2727272727272725,0.45454545454545453,1.8181818181818181,9.09090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Griezmann,771.0,France,Centrocampista,2.227722772277228,0.11138613861386139,0.6683168316831684,0.26768011988985146,0.7797029702970297,1.448019801980198,0.0,0.11138613861386139,3.8985148514851486,42.995049504950494,33.86138613861386,9.133663366336634,2.116336633663366,3.0074257425742577,0.0,0.0,16.03960396039604,7.574257425742575,8.77237982865644,7.565850924715114,0.11138613861386139,3.118811881188119,1.5594059405940595,34.084158415841586,0.6683168316831684,2.6732673267326734,1.3366336633663367,1.3366336633663367,5.569306930693069,1.8935643564356437,0.556930693069307,0.22277227722772278,0.22277227722772278,0.0,11.138613861386139,1.0024752475247525,1.113861386138614,0.3341584158415842,0.3341584158415842,0.0,11.138613861386139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Rüdiger,770.0,Germany,Defensa,0.6000000000000001,0.0,0.2,0.0253524392,0.0,0.4,0.0,0.0,0.0,70.3,64.9,5.4,1.0,0.0,0.0,0.0,12.100000000000001,2.6,9.231863442389757,8.231292517006803,0.1,4.3,1.9000000000000001,59.300000000000004,2.6,1.9000000000000001,0.4,1.5,2.1052631578947367,0.5,0.8,0.8,0.5,0.30000000000000004,6.25,0.2,0.30000000000000004,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonín Barák,912.0,Czech Republic,Centrocampista,0.8256880733944955,0.0,0.27522935779816515,0.05250411247706422,0.0,0.5504587155963303,0.0,0.0,0.0,34.67889908256881,27.79816513761468,6.8807339449541285,1.1009174311926606,2.2018348623853212,0.0,0.0,12.660550458715598,4.128440366972478,22.062035823503717,20.75500075199278,0.0,4.954128440366973,0.5504587155963303,30.0,0.0,3.0275229357798166,0.5504587155963303,2.4770642201834865,5.0041701417848214,0.5504587155963303,1.651376146788991,1.1009174311926606,1.1009174311926606,0.0,27.522935779816514,1.1009174311926606,1.1009174311926606,2.7522935779816518,1.651376146788991,1.1009174311926606,16.51376146788991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
António João Pereira Albuquerque Tavares Silva,780.0,Portugal,Defensa,1.2328767123287672,0.0,0.0,0.2309245273972603,0.0,1.2328767123287672,0.0,0.0,0.0,83.83561643835617,73.97260273972603,9.863013698630137,0.0,0.0,0.0,0.0,25.89041095890411,2.4657534246575343,108.78323932312651,112.5670041691483,0.0,2.4657534246575343,1.2328767123287672,67.8082191780822,1.2328767123287672,2.4657534246575343,2.4657534246575343,0.0,123.28767123287672,1.2328767123287672,1.2328767123287672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
